city,neighbourhood,listings,price_mean,price_median,reviews_mean
milan,QUARTO OGGIARO,66,59.57575757575758,50.0,0.4734848484848485
milan,QUINTO ROMANO,15,66.86666666666666,50.0,0.21
milan,QUINTOSOLE,1,41.0,41.0,0.7
milan,RIPAMONTI,103,71.7864077669903,60.0,0.5305825242718446
milan,ROGOREDO,35,76.25714285714285,73.0,0.3054285714285714
milan,RONCHETTO SUL NAVIGLIO,96,73.90625,55.0,0.2870833333333333
milan,S. CRISTOFORO,271,101.39114391143912,69.0,0.4058671586715867
milan,S. SIRO,94,110.54255319148936,70.0,0.4804255319148935
milan,SACCO,6,213.33333333333331,115.0,0.215
milan,SARPI,806,116.49751861042184,80.0,0.599181141439206
milan,SCALO ROMANA,137,99.03649635036496,60.0,0.3171532846715328
milan,SELINUNTE,147,84.68707482993197,69.0,0.6637414965986395
milan,STADERA,275,67.2,50.0,0.4305818181818182
