id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,city,price_outlier_iqr,price_log,price_zscore,price_outlier_z
572048,Rooms to rent in a shared flat,1689652,Alfredo,Chamberí,Trafalgar,40.42993,-3.70339,private room,30,3,0,,0.0,1,0,madrid,False,3.4011973816621555,-0.8100766024646481,False
576487,"House in Barajas, close to AIRPORT andIFEMA",2312712,Pilar,Barajas,Casco Histórico de Barajas,40.4739,-3.57583,entire home/apt,78,1,400,2021-03-31,3.86,1,236,madrid,False,4.356708826689592,0.22470838884779562,False
578731,"CENTRIC, QUIET, BRIGHT APARTMENT.",2847013,Santiago,Centro,Universidad,40.42551,-3.70812,entire home/apt,9999,2,338,2020-03-15,3.19,5,105,madrid,True,9.21024036697585,5.480910832980295,True
586726,Good Karma - Madrid Rio Penthouse,2566589,Ronit And Fred,Moncloa - Aravaca,Casa de Campo,40.42671,-3.72858,entire home/apt,86,30,30,2016-08-18,0.33,2,173,madrid,False,4.454347296253507,0.3304473869573951,False
588382,Apartment in the center of Madrid,2902269,Ane,Centro,Embajadores,40.41151,-3.70257,entire home/apt,190,2,5,2014-05-19,0.06,1,0,madrid,False,5.247024072160486,1.1888882093453745,False
588518,Penthouse with Stunning Balcony Near Plaza Mayor,2267893,Ana,Centro,Palacio,40.4158,-3.70962,entire home/apt,165,4,56,2020-01-04,0.7,1,277,madrid,False,5.10594547390058,1.0361050932095373,False
590710,Single/Double private room,2913511,Amparo,Usera,San Fermín,40.36701,-3.68667,private room,50,7,57,2019-11-25,0.55,1,362,madrid,False,3.912023005428146,-0.2568705771452065,False
598771,Atocha Attic - Unbeatable Location,2678039,Miguel,Arganzuela,Palos de Moguer,40.40661,-3.6952,entire home/apt,85,3,78,2020-03-17,0.83,1,363,madrid,False,4.442651256490317,0.31778099089513157,False
599134,Cosy Plaza Mayor apartment in central Madrid,1567773,Lara,Centro,Sol,40.41596,-3.70846,private room,33,30,7,2017-12-05,0.07,1,87,madrid,False,3.4965075614664802,-0.7068590595518327,False
599885,ALEGRE Y LUMINOSA HABITACIÓN CENTRO,2214378,Noemi,Centro,Justicia,40.42397,-3.69721,private room,25,2,146,2020-03-07,1.38,1,131,madrid,False,3.2188758248682006,-1.0075243793017812,False
599977,CENTRAL STUDIO FLAT,2960080,Ivan & Pietro,Centro,Universidad,40.42675,-3.70683,entire home/apt,37,2,407,2020-03-12,3.85,5,197,madrid,False,3.6109179126442243,-0.5829567087577863,False
604150,El Rincón de Serrano,2990747,Raúl,Salamanca,Castellana,40.4312,-3.68502,entire home/apt,110,30,2,2013-09-19,0.02,1,362,madrid,False,4.700480365792417,0.5970007679241841,False
604632,habitacion luminosa madrid-centro,2993477,Luna,Tetuán,Berruguete,40.457,-3.70436,private room,23,1,41,2020-01-01,0.57,3,365,madrid,False,3.1354942159291497,-1.097823703219493,False
605339,NiceStay_HighValue_Orange RoomWIFI,2783896,Ivaylo,Latina,Lucero,40.40743,-3.74293,private room,14,3,174,2021-01-10,1.66,3,69,madrid,False,2.6390573296152584,-1.6354472364224326,False
606923,Habitación+baño+cocina privada -Aravaca - Madrid,2581715,Myriam,Moncloa - Aravaca,Aravaca,40.45021,-3.78733,private room,28,2,22,2020-11-22,0.77,2,76,madrid,False,3.332204510175204,-0.8847934342658579,False
607548,Attic with views and large Terrace,3010452,Aurora,Puente de Vallecas,San Diego,40.39366,-3.66535,private room,45,2,3,2014-04-21,0.03,1,0,madrid,False,3.8066624897703196,-0.37097227717929443,False
608742,Central and quiet.,3017315,Cristina,Centro,Palacio,40.41744,-3.70873,entire home/apt,49,2,460,2021-04-06,4.34,5,76,madrid,False,3.8918202981106265,-0.2787493923334924,False
610675,"Beautiful attic, best location.",2174652,María,Centro,Sol,40.41769,-3.69974,entire home/apt,70,3,7,2015-08-17,0.07,1,0,madrid,False,4.248495242049359,0.10751691633893842,False
